Trip ID,Duration,Start Date,Start Station,Start Terminal,End Date,End Station,End Terminal,Bike #,Subscriber Type,Zip Code
446338,6258,9/10/2014 10:57,Embarcadero at Sansome,60,9/10/2014 12:41,Embarcadero at Sansome,60,238,Customer,nil
446337,6287,9/10/2014 10:57,Embarcadero at Sansome,60,9/10/2014 12:42,Embarcadero at Sansome,60,400,Customer,nil
446336,6328,9/10/2014 10:56,Embarcadero at Sansome,60,9/10/2014 12:42,Embarcadero at Sansome,60,277,Customer,nil
446334,6270,9/10/2014 10:55,Embarcadero at Sansome,60,9/10/2014 12:40,Embarcadero at Sansome,60,488,Customer,nil
446333,284,9/10/2014 10:56,Market at Sansome,77,9/10/2014 11:01,2nd at South Park,64,348,Subscriber,94702
446328,783,9/10/2014 10:53,Powell at Post (Union Square),71,9/10/2014 11:07,Townsend at 7th,65,330,Subscriber,94108
446325,6615,9/10/2014 10:51,Embarcadero at Sansome,60,9/10/2014 12:42,Embarcadero at Sansome,60,618,Customer,nil
446324,247,9/10/2014 10:50,Market at Sansome,77,9/10/2014 10:54,Howard at 2nd,63,408,Subscriber,94105
446319,6658,9/10/2014 10:49,Embarcadero at Sansome,60,9/10/2014 12:40,Embarcadero at Sansome,60,551,Customer,nil
446318,1183,9/10/2014 10:48,San Francisco Caltrain (Townsend at 4th),70,9/10/2014 11:08,Market at 10th,67,273,Subscriber,94107
446317,602,9/10/2014 10:48,2nd at South Park,64,9/10/2014 10:58,Commercial at Montgomery,45,497,Subscriber,94107
446316,503,9/10/2014 10:47,Steuart at Market,74,9/10/2014 10:56,2nd at Townsend,61,33,Subscriber,94563
446315,534,9/10/2014 10:47,Powell Street BART,39,9/10/2014 10:56,2nd at Folsom,62,134,Subscriber,94133
446313,665,9/10/2014 10:46,Harry Bridges Plaza (Ferry Building),50,9/10/2014 10:57,2nd at Townsend,61,306,Subscriber,94904
446309,526,9/10/2014 10:44,Market at 4th,76,9/10/2014 10:53,2nd at South Park,64,419,Customer,94103
446308,804,9/10/2014 10:44,Embarcadero at Bryant,54,9/10/2014 10:57,Powell at Post (Union Square),71,329,Subscriber,94122
446307,473,9/10/2014 10:43,Embarcadero at Sansome,60,9/10/2014 10:51,Embarcadero at Sansome,60,400,Customer,nil
446305,627,9/10/2014 10:42,San Francisco Caltrain (Townsend at 4th),70,9/10/2014 10:53,Steuart at Market,74,572,Subscriber,94301
446304,648,9/10/2014 10:41,Embarcadero at Sansome,60,9/10/2014 10:52,Embarcadero at Sansome,60,238,Customer,nil
446303,947,9/10/2014 10:41,Civic Center BART (7th at Market),72,9/10/2014 10:57,2nd at South Park,64,592,Subscriber,94103
446302,234,9/10/2014 10:41,2nd at Folsom,62,9/10/2014 10:45,Market at Sansome,77,158,Subscriber,94107
446301,188,9/10/2014 10:40,Townsend at 7th,65,9/10/2014 10:43,Townsend at 7th,65,418,Subscriber,94103
446298,631,9/10/2014 10:38,Mountain View Caltrain Station,28,9/10/2014 10:49,Mountain View City Hall,27,153,Customer,94024
446295,323,9/10/2014 10:38,Mountain View Caltrain Station,28,9/10/2014 10:43,Castro Street and El Camino Real,32,230,Subscriber,94109
446290,357,9/10/2014 10:34,Market at Sansome,77,9/10/2014 10:40,2nd at South Park,64,375,Subscriber,94117
446289,455,9/10/2014 10:33,MLK Library,11,9/10/2014 10:41,Japantown,9,128,Subscriber,95113
446288,821,9/10/2014 10:33,San Francisco Caltrain 2 (330 Townsend),69,9/10/2014 10:47,Market at 10th,67,413,Subscriber,94158
446283,255,9/10/2014 10:31,Townsend at 7th,65,9/10/2014 10:35,San Francisco Caltrain (Townsend at 4th),70,572,Subscriber,94107
446282,381,9/10/2014 10:31,Commercial at Montgomery,45,9/10/2014 10:37,2nd at Folsom,62,158,Subscriber,94596
446279,704,9/10/2014 10:30,Townsend at 7th,65,9/10/2014 10:42,Temporary Transbay Terminal (Howard at Beale),55,438,Subscriber,94107
446277,230,9/10/2014 10:29,Castro Street and El Camino Real,32,9/10/2014 10:33,Mountain View Caltrain Station,28,239,Subscriber,94041
446276,309,9/10/2014 10:28,5th at Howard,57,9/10/2014 10:33,Market at Sansome,77,545,Subscriber,94107
446270,329,9/10/2014 10:24,Post at Kearny,47,9/10/2014 10:29,Powell Street BART,39,629,Subscriber,94103
446269,654,9/10/2014 10:23,Spear at Folsom,49,9/10/2014 10:34,Market at Sansome,77,464,Subscriber,94105
446268,388,9/10/2014 10:21,Grant Avenue at Columbus Avenue,73,9/10/2014 10:27,Market at Sansome,77,651,Subscriber,94104
446267,199,9/10/2014 10:20,San Francisco Caltrain 2 (330 Townsend),69,9/10/2014 10:24,Townsend at 7th,65,878,Subscriber,94158
446265,472,9/10/2014 10:19,Steuart at Market,74,9/10/2014 10:27,Embarcadero at Vallejo,48,521,Subscriber,94114
446264,511,9/10/2014 10:19,Powell at Post (Union Square),71,9/10/2014 10:27,San Francisco Caltrain 2 (330 Townsend),69,562,Subscriber,94108
446261,352,9/10/2014 10:18,Market at Sansome,77,9/10/2014 10:24,2nd at South Park,64,497,Subscriber,94588
446258,895,9/10/2014 10:15,Townsend at 7th,65,9/10/2014 10:30,Temporary Transbay Terminal (Howard at Beale),55,334,Subscriber,94107
446257,256,9/10/2014 10:14,Market at Sansome,77,9/10/2014 10:18,2nd at Folsom,62,609,Subscriber,94608
446256,484,9/10/2014 10:12,Steuart at Market,74,9/10/2014 10:20,2nd at Townsend,61,267,Subscriber,94544
446255,197,9/10/2014 10:12,Santa Clara at Almaden,4,9/10/2014 10:15,Arena Green / SAP Center,14,150,Subscriber,95113
446254,156,9/10/2014 10:11,San Jose City Hall,10,9/10/2014 10:14,San Jose City Hall,10,710,Customer,11106
446250,2922,9/10/2014 10:10,Embarcadero at Bryant,54,9/10/2014 10:58,Embarcadero at Vallejo,48,401,Subscriber,94109
446248,879,9/10/2014 10:08,San Francisco Caltrain 2 (330 Townsend),69,9/10/2014 10:23,Market at 10th,67,137,Customer,91106
446247,190,9/10/2014 10:08,Market at Sansome,77,9/10/2014 10:11,2nd at Folsom,62,356,Subscriber,94127
446246,735,9/10/2014 10:08,San Francisco Caltrain (Townsend at 4th),70,9/10/2014 10:20,Market at 10th,67,522,Subscriber,94040
446245,447,9/10/2014 10:08,San Francisco Caltrain 2 (330 Townsend),69,9/10/2014 10:15,5th at Howard,57,568,Subscriber,94402
446244,165,9/10/2014 10:07,San Francisco Caltrain 2 (330 Townsend),69,9/10/2014 10:10,Townsend at 7th,65,572,Subscriber,95051
446243,524,9/10/2014 10:05,San Jose Diridon Caltrain Station,2,9/10/2014 10:14,MLK Library,11,145,Subscriber,94516
446242,214,9/10/2014 10:05,San Francisco Caltrain 2 (330 Townsend),69,9/10/2014 10:08,Townsend at 7th,65,317,Subscriber,94066
446241,566,9/10/2014 10:05,2nd at Townsend,61,9/10/2014 10:14,5th at Howard,57,503,Subscriber,94107
446240,717,9/10/2014 10:03,Market at Sansome,77,9/10/2014 10:15,Market at Sansome,77,531,Subscriber,94127
446237,291,9/10/2014 10:03,Broadway St at Battery St,82,9/10/2014 10:07,Mechanics Plaza (Market at Battery),75,529,Subscriber,94960
446236,411,9/10/2014 10:02,San Jose Diridon Caltrain Station,2,9/10/2014 10:09,Santa Clara at Almaden,4,44,Subscriber,94043
446235,328,9/10/2014 10:01,Spear at Folsom,49,9/10/2014 10:07,2nd at South Park,64,627,Subscriber,94105
446234,3331,9/10/2014 10:01,California Ave Caltrain Station,36,9/10/2014 10:57,California Ave Caltrain Station,36,225,Customer,93035
446233,502,9/10/2014 10:01,Market at 4th,76,9/10/2014 10:10,San Francisco Caltrain (Townsend at 4th),70,273,Subscriber,94110
446232,252,9/10/2014 10:01,Mountain View Caltrain Station,28,9/10/2014 10:05,Mountain View City Hall,27,307,Subscriber,95110
446231,227,9/10/2014 10:00,Grant Avenue at Columbus Avenue,73,9/10/2014 10:04,Commercial at Montgomery,45,457,Subscriber,94133
446228,311,9/10/2014 9:56,5th at Howard,57,9/10/2014 10:01,Market at Sansome,77,289,Customer,94303
446227,497,9/10/2014 9:56,Washington at Kearny,46,9/10/2014 10:04,Powell Street BART,39,290,Subscriber,94133
446226,239,9/10/2014 9:55,Townsend at 7th,65,9/10/2014 9:59,San Francisco Caltrain (Townsend at 4th),70,522,Subscriber,94107
446224,286,9/10/2014 9:55,Harry Bridges Plaza (Ferry Building),50,9/10/2014 10:00,Mechanics Plaza (Market at Battery),75,362,Subscriber,94930
446223,150,9/10/2014 9:55,Market at 4th,76,9/10/2014 9:58,Powell Street BART,39,515,Subscriber,94610
446222,301,9/10/2014 9:55,Harry Bridges Plaza (Ferry Building),50,9/10/2014 10:00,Howard at 2nd,63,559,Subscriber,94947
446221,626,9/10/2014 9:55,Harry Bridges Plaza (Ferry Building),50,9/10/2014 10:05,Howard at 2nd,63,265,Subscriber,94903
446220,312,9/10/2014 9:51,Yerba Buena Center of the Arts (3rd @ Howard),68,9/10/2014 9:56,2nd at South Park,64,434,Subscriber,94107
446219,374,9/10/2014 9:50,Market at Sansome,77,9/10/2014 9:56,Powell Street BART,39,193,Subscriber,94107
446217,297,9/10/2014 9:49,Mezes Park,83,9/10/2014 9:54,Redwood City Caltrain Station,22,165,Subscriber,94063
446216,278,9/10/2014 9:49,2nd at South Park,64,9/10/2014 9:53,San Francisco Caltrain 2 (330 Townsend),69,317,Subscriber,94107
446215,958,9/10/2014 9:48,5th at Howard,57,9/10/2014 10:04,San Francisco City Hall,58,416,Customer,nil
446214,192,9/10/2014 9:48,Embarcadero at Bryant,54,9/10/2014 9:51,Temporary Transbay Terminal (Howard at Beale),55,187,Subscriber,94010
446213,280,9/10/2014 9:47,Mountain View Caltrain Station,28,9/10/2014 9:52,Mountain View City Hall,27,240,Subscriber,94107
446212,667,9/10/2014 9:47,San Francisco Caltrain 2 (330 Townsend),69,9/10/2014 9:58,Temporary Transbay Terminal (Howard at Beale),55,422,Subscriber,94086
446211,546,9/10/2014 9:47,Powell at Post (Union Square),71,9/10/2014 9:56,Broadway St at Battery St,82,529,Subscriber,94109
446209,250,9/10/2014 9:46,Mountain View Caltrain Station,28,9/10/2014 9:50,Mountain View City Hall,27,142,Subscriber,94133
446208,896,9/10/2014 9:46,San Francisco Caltrain 2 (330 Townsend),69,9/10/2014 10:01,Market at 10th,67,613,Subscriber,94402
446206,378,9/10/2014 9:45,San Francisco Caltrain (Townsend at 4th),70,9/10/2014 9:52,2nd at Folsom,62,454,Subscriber,94107
446205,627,9/10/2014 9:45,San Francisco Caltrain (Townsend at 4th),70,9/10/2014 9:56,Market at 10th,67,511,Subscriber,94402
446204,700,9/10/2014 9:45,Harry Bridges Plaza (Ferry Building),50,9/10/2014 9:57,San Francisco Caltrain 2 (330 Townsend),69,366,Subscriber,94591
446203,559,9/10/2014 9:44,Commercial at Montgomery,45,9/10/2014 9:54,Powell Street BART,39,659,Subscriber,94111
446202,536,9/10/2014 9:44,Market at 4th,76,9/10/2014 9:53,San Francisco Caltrain 2 (330 Townsend),69,568,Subscriber,94587
446201,1191,9/10/2014 9:43,Grant Avenue at Columbus Avenue,73,9/10/2014 10:03,Townsend at 7th,65,469,Subscriber,94133
446200,254,9/10/2014 9:43,Mountain View Caltrain Station,28,9/10/2014 9:47,Mountain View City Hall,27,157,Subscriber,94401
446199,323,9/10/2014 9:42,Mountain View Caltrain Station,28,9/10/2014 9:48,Castro Street and El Camino Real,32,239,Subscriber,94030
446198,501,9/10/2014 9:41,Yerba Buena Center of the Arts (3rd @ Howard),68,9/10/2014 9:49,Market at 10th,67,97,Subscriber,94107
446197,1127,9/10/2014 9:41,Embarcadero at Folsom,51,9/10/2014 10:00,Spear at Folsom,49,439,Subscriber,94610
446196,410,9/10/2014 9:41,Clay at Battery,41,9/10/2014 9:48,Howard at 2nd,63,281,Subscriber,94305
446195,889,9/10/2014 9:41,Townsend at 7th,65,9/10/2014 9:56,Commercial at Montgomery,45,271,Subscriber,94107
446193,389,9/10/2014 9:40,Beale at Market,56,9/10/2014 9:46,Embarcadero at Vallejo,48,222,Subscriber,94111
446192,232,9/10/2014 9:39,Palo Alto Caltrain Station,34,9/10/2014 9:43,Cowper at University,37,683,Subscriber,94133
446191,630,9/10/2014 9:39,Davis at Jackson,42,9/10/2014 9:49,2nd at Townsend,61,311,Subscriber,94111
446190,257,9/10/2014 9:39,San Antonio Caltrain Station,29,9/10/2014 9:43,San Antonio Shopping Center,31,218,Subscriber,94103
446188,805,9/10/2014 9:38,Townsend at 7th,65,9/10/2014 9:51,Temporary Transbay Terminal (Howard at Beale),55,411,Subscriber,94117
446187,623,9/10/2014 9:37,South Van Ness at Market,66,9/10/2014 9:48,San Francisco Caltrain 2 (330 Townsend),69,137,Subscriber,94107
446185,537,9/10/2014 9:37,Paseo de San Antonio,7,9/10/2014 9:46,San Jose Diridon Caltrain Station,2,94,Subscriber,95113
446184,723,9/10/2014 9:36,Townsend at 7th,65,9/10/2014 9:48,Howard at 2nd,63,349,Customer,94110
446183,615,9/10/2014 9:35,2nd at Townsend,61,9/10/2014 9:45,Harry Bridges Plaza (Ferry Building),50,559,Subscriber,94025
446182,729,9/10/2014 9:34,South Van Ness at Market,66,9/10/2014 9:47,Mechanics Plaza (Market at Battery),75,593,Subscriber,94103
446181,431,9/10/2014 9:34,Grant Avenue at Columbus Avenue,73,9/10/2014 9:41,Beale at Market,56,709,Subscriber,94133
446180,630,9/10/2014 9:32,San Francisco Caltrain (Townsend at 4th),70,9/10/2014 9:43,Post at Kearny,47,519,Subscriber,94401
446178,248,9/10/2014 9:31,2nd at South Park,64,9/10/2014 9:35,Market at Sansome,77,558,Subscriber,94107
446177,700,9/10/2014 9:31,San Francisco Caltrain 2 (330 Townsend),69,9/10/2014 9:42,Howard at 2nd,63,576,Customer,nil
446176,285,9/10/2014 9:30,San Francisco Caltrain 2 (330 Townsend),69,9/10/2014 9:34,5th at Howard,57,619,Subscriber,94103
446175,478,9/10/2014 9:30,San Francisco Caltrain 2 (330 Townsend),69,9/10/2014 9:37,5th at Howard,57,416,Subscriber,94306
446174,480,9/10/2014 9:29,Paseo de San Antonio,7,9/10/2014 9:37,San Jose Diridon Caltrain Station,2,145,Subscriber,95110
446173,365,9/10/2014 9:29,San Jose Civic Center,3,9/10/2014 9:35,San Jose Diridon Caltrain Station,2,44,Subscriber,95113
446171,838,9/10/2014 9:28,San Francisco Caltrain 2 (330 Townsend),69,9/10/2014 9:42,Market at 10th,67,524,Subscriber,94065
446170,265,9/10/2014 9:23,Beale at Market,56,9/10/2014 9:28,Embarcadero at Vallejo,48,324,Subscriber,94112
446169,552,9/10/2014 9:27,San Francisco Caltrain 2 (330 Townsend),69,9/10/2014 9:37,Spear at Folsom,49,287,Subscriber,94111
446168,535,9/10/2014 9:27,San Francisco Caltrain 2 (330 Townsend),69,9/10/2014 9:36,Market at 10th,67,475,Subscriber,94404
446167,468,9/10/2014 9:26,Powell at Post (Union Square),71,9/10/2014 9:34,San Francisco Caltrain (Townsend at 4th),70,511,Subscriber,94109
446163,337,9/10/2014 9:26,Market at Sansome,77,9/10/2014 9:31,2nd at South Park,64,275,Subscriber,94551
446162,473,9/10/2014 9:25,Beale at Market,56,9/10/2014 9:33,Broadway St at Battery St,82,415,Subscriber,94132
446160,552,9/10/2014 9:25,Grant Avenue at Columbus Avenue,73,9/10/2014 9:35,Embarcadero at Folsom,51,352,Subscriber,94124
446159,492,9/10/2014 9:25,San Francisco Caltrain (Townsend at 4th),70,9/10/2014 9:33,Market at Sansome,77,449,Subscriber,95051
446158,682,9/10/2014 9:25,Civic Center BART (7th at Market),72,9/10/2014 9:36,2nd at South Park,64,317,Subscriber,94102
446157,237,9/10/2014 9:24,San Jose Civic Center,3,9/10/2014 9:28,Paseo de San Antonio,7,99,Customer,11106
446156,474,9/10/2014 9:21,Market at Sansome,77,9/10/2014 9:29,2nd at Townsend,61,283,Subscriber,94703
446154,221,9/10/2014 9:24,2nd at Folsom,62,9/10/2014 9:28,Market at Sansome,77,458,Subscriber,94107
446149,442,9/10/2014 9:23,Beale at Market,56,9/10/2014 9:31,Broadway St at Battery St,82,405,Subscriber,94536
446145,169,9/10/2014 9:23,Embarcadero at Vallejo,48,9/10/2014 9:26,Steuart at Market,74,33,Subscriber,94941
446144,102,9/10/2014 9:21,Market at Sansome,77,9/10/2014 9:23,Market at Sansome,77,348,Subscriber,94702
446143,369,9/10/2014 9:22,Arena Green / SAP Center,14,9/10/2014 9:28,St James Park,13,119,Subscriber,94105
446142,227,9/10/2014 9:22,Harry Bridges Plaza (Ferry Building),50,9/10/2014 9:26,Market at Sansome,77,370,Subscriber,94920
446141,217,9/10/2014 9:22,San Antonio Shopping Center,31,9/10/2014 9:25,San Antonio Caltrain Station,29,218,Subscriber,94040
446140,431,9/10/2014 9:21,Market at 4th,76,9/10/2014 9:28,San Francisco Caltrain 2 (330 Townsend),69,491,Subscriber,94544
446139,239,9/10/2014 9:20,San Francisco Caltrain 2 (330 Townsend),69,9/10/2014 9:24,Townsend at 7th,65,467,Subscriber,94158
446138,174,9/10/2014 9:20,Temporary Transbay Terminal (Howard at Beale),55,9/10/2014 9:23,Howard at 2nd,63,484,Subscriber,94611
446137,392,9/10/2014 9:20,Civic Center BART (7th at Market),72,9/10/2014 9:26,Market at Sansome,77,284,Subscriber,94110
446136,1243,9/10/2014 9:19,Beale at Market,56,9/10/2014 9:40,Townsend at 7th,65,29,Subscriber,94103
446135,483,9/10/2014 9:19,Beale at Market,56,9/10/2014 9:27,Embarcadero at Sansome,60,520,Subscriber,94131
446134,264,9/10/2014 9:19,Post at Kearny,47,9/10/2014 9:24,2nd at Folsom,62,458,Subscriber,94117
446133,484,9/10/2014 9:19,Embarcadero at Folsom,51,9/10/2014 9:27,Embarcadero at Sansome,60,321,Subscriber,94611
446132,322,9/10/2014 9:17,Powell at Post (Union Square),71,9/10/2014 9:23,Commercial at Montgomery,45,659,Subscriber,94109
446129,430,9/10/2014 9:18,2nd at Townsend,61,9/10/2014 9:26,Market at Sansome,77,407,Subscriber,94107
446120,855,9/10/2014 9:17,Harry Bridges Plaza (Ferry Building),50,9/10/2014 9:31,Market at 10th,67,472,Subscriber,94920
446118,773,9/10/2014 9:16,San Francisco Caltrain 2 (330 Townsend),69,9/10/2014 9:29,South Van Ness at Market,66,313,Subscriber,95130
446117,583,9/10/2014 9:15,San Francisco Caltrain 2 (330 Townsend),69,9/10/2014 9:25,Embarcadero at Vallejo,48,441,Subscriber,94110
446116,425,9/10/2014 9:15,Grant Avenue at Columbus Avenue,73,9/10/2014 9:22,Beale at Market,56,324,Subscriber,94133
446115,324,9/10/2014 9:15,Embarcadero at Sansome,60,9/10/2014 9:20,Steuart at Market,74,521,Subscriber,94705
446114,920,9/10/2014 9:14,Davis at Jackson,42,9/10/2014 9:30,2nd at South Park,64,429,Subscriber,94109
446113,449,9/10/2014 9:14,Steuart at Market,74,9/10/2014 9:22,Embarcadero at Sansome,60,618,Subscriber,94555
446112,588,9/10/2014 9:14,San Francisco Caltrain 2 (330 Townsend),69,9/10/2014 9:24,Temporary Transbay Terminal (Howard at Beale),55,542,Subscriber,94086
446111,232,9/10/2014 9:13,San Francisco Caltrain 2 (330 Townsend),69,9/10/2014 9:17,Townsend at 7th,65,522,Subscriber,94063
446110,659,9/10/2014 9:09,Beale at Market,56,9/10/2014 9:20,San Francisco Caltrain (Townsend at 4th),70,449,Subscriber,94609
446109,906,9/10/2014 9:13,San Francisco Caltrain 2 (330 Townsend),69,9/10/2014 9:28,Broadway St at Battery St,82,432,Subscriber,95129
446108,505,9/10/2014 9:12,San Francisco Caltrain 2 (330 Townsend),69,9/10/2014 9:21,Howard at 2nd,63,530,Subscriber,94063
446107,350,9/10/2014 9:12,Davis at Jackson,42,9/10/2014 9:18,Market at Sansome,77,283,Subscriber,94127
446103,620,9/10/2014 9:12,Temporary Transbay Terminal (Howard at Beale),55,9/10/2014 9:22,Broadway St at Battery St,82,585,Subscriber,94602
446102,118,9/10/2014 9:11,Mechanics Plaza (Market at Battery),75,9/10/2014 9:13,Market at Sansome,77,358,Subscriber,94133
446101,506,9/10/2014 9:11,Temporary Transbay Terminal (Howard at Beale),55,9/10/2014 9:20,Washington at Kearny,46,495,Subscriber,94133
446100,598,9/10/2014 9:11,Grant Avenue at Columbus Avenue,73,9/10/2014 9:21,Embarcadero at Folsom,51,583,Subscriber,94133
446099,113,9/10/2014 9:11,Davis at Jackson,42,9/10/2014 9:13,Broadway St at Battery St,82,329,Subscriber,94618
446098,951,9/10/2014 9:11,San Francisco Caltrain 2 (330 Townsend),69,9/10/2014 9:27,Market at 10th,67,109,Subscriber,95119
446097,740,9/10/2014 9:11,San Francisco Caltrain 2 (330 Townsend),69,9/10/2014 9:23,Embarcadero at Folsom,51,466,Subscriber,95054
446095,534,9/10/2014 9:10,San Francisco Caltrain 2 (330 Townsend),69,9/10/2014 9:19,Embarcadero at Folsom,51,426,Subscriber,94086
446094,541,9/10/2014 9:10,Golden Gate at Polk,59,9/10/2014 9:19,Mechanics Plaza (Market at Battery),75,428,Subscriber,94111
446092,973,9/10/2014 9:09,Temporary Transbay Terminal (Howard at Beale),55,9/10/2014 9:26,Golden Gate at Polk,59,448,Subscriber,94610
446091,359,9/10/2014 9:09,2nd at South Park,64,9/10/2014 9:15,Market at Sansome,77,468,Subscriber,94107
446090,572,9/10/2014 9:09,San Francisco Caltrain (Townsend at 4th),70,9/10/2014 9:19,Market at Sansome,77,528,Subscriber,94062
446089,405,9/10/2014 9:09,Temporary Transbay Terminal (Howard at Beale),55,9/10/2014 9:16,5th at Howard,57,312,Subscriber,94602
446085,611,9/10/2014 9:08,San Francisco Caltrain 2 (330 Townsend),69,9/10/2014 9:18,Washington at Kearny,46,315,Subscriber,94087
446084,537,9/10/2014 9:08,Temporary Transbay Terminal (Howard at Beale),55,9/10/2014 9:17,Broadway St at Battery St,82,361,Subscriber,94602
446083,431,9/10/2014 9:08,Temporary Transbay Terminal (Howard at Beale),55,9/10/2014 9:15,Commercial at Montgomery,45,574,Subscriber,94610
446082,449,9/10/2014 9:08,San Francisco Caltrain 2 (330 Townsend),69,9/10/2014 9:15,2nd at Folsom,62,561,Subscriber,94070
446081,338,9/10/2014 9:08,San Francisco Caltrain 2 (330 Townsend),69,9/10/2014 9:13,5th at Howard,57,461,Subscriber,95118
446079,500,9/10/2014 9:06,San Jose Diridon Caltrain Station,2,9/10/2014 9:15,MLK Library,11,180,Subscriber,94041
446078,290,9/10/2014 9:06,San Francisco Caltrain 2 (330 Townsend),69,9/10/2014 9:11,Townsend at 7th,65,353,Subscriber,95129
446077,613,9/10/2014 9:05,Golden Gate at Polk,59,9/10/2014 9:15,Yerba Buena Center of the Arts (3rd @ Howard),68,500,Subscriber,94102
446076,472,9/10/2014 9:05,Market at 10th,67,9/10/2014 9:13,Powell at Post (Union Square),71,529,Subscriber,94102
446075,866,9/10/2014 9:04,Temporary Transbay Terminal (Howard at Beale),55,9/10/2014 9:19,South Van Ness at Market,66,384,Subscriber,94618
446074,742,9/10/2014 9:04,San Francisco Caltrain (Townsend at 4th),70,9/10/2014 9:16,Broadway St at Battery St,82,292,Subscriber,94022
446073,516,9/10/2014 9:04,San Francisco Caltrain (Townsend at 4th),70,9/10/2014 9:13,Harry Bridges Plaza (Ferry Building),50,366,Subscriber,94403
446072,739,9/10/2014 9:04,San Francisco Caltrain (Townsend at 4th),70,9/10/2014 9:16,Steuart at Market,74,267,Subscriber,94158
446071,1430,9/10/2014 9:04,Grant Avenue at Columbus Avenue,73,9/10/2014 9:28,San Francisco Caltrain 2 (330 Townsend),69,572,Subscriber,94107
446070,400,9/10/2014 9:04,Temporary Transbay Terminal (Howard at Beale),55,9/10/2014 9:10,2nd at South Park,64,404,Subscriber,94705
446069,389,9/10/2014 9:04,San Francisco Caltrain (Townsend at 4th),70,9/10/2014 9:10,2nd at Folsom,62,266,Subscriber,94010
446068,526,9/10/2014 9:04,Temporary Transbay Terminal (Howard at Beale),55,9/10/2014 9:12,Broadway St at Battery St,82,599,Subscriber,94609
446067,627,9/10/2014 9:04,San Francisco Caltrain (Townsend at 4th),70,9/10/2014 9:14,Embarcadero at Folsom,51,540,Subscriber,94087
446066,662,9/10/2014 9:03,San Francisco Caltrain (Townsend at 4th),70,9/10/2014 9:14,Market at Sansome,77,497,Subscriber,95051
446064,457,9/10/2014 9:03,Market at 4th,76,9/10/2014 9:11,San Francisco Caltrain 2 (330 Townsend),69,530,Subscriber,94606
446062,593,9/10/2014 9:03,San Francisco Caltrain (Townsend at 4th),70,9/10/2014 9:13,Steuart at Market,74,546,Subscriber,94010
446060,304,9/10/2014 9:02,Harry Bridges Plaza (Ferry Building),50,9/10/2014 9:07,Embarcadero at Sansome,60,238,Subscriber,94596
446059,252,9/10/2014 9:02,2nd at Townsend,61,9/10/2014 9:06,San Francisco Caltrain (Townsend at 4th),70,528,Subscriber,94107
446058,185,9/10/2014 9:02,Market at 4th,76,9/10/2014 9:05,Powell Street BART,39,134,Subscriber,94102
446057,348,9/10/2014 9:02,Mountain View Caltrain Station,28,9/10/2014 9:08,Castro Street and El Camino Real,32,295,Subscriber,94040
446056,673,9/10/2014 9:01,Embarcadero at Sansome,60,9/10/2014 9:12,Howard at 2nd,63,602,Subscriber,94105
446055,481,9/10/2014 9:01,Yerba Buena Center of the Arts (3rd @ Howard),68,9/10/2014 9:09,Spear at Folsom,49,344,Customer,77401
446054,308,9/10/2014 9:00,Powell at Post (Union Square),71,9/10/2014 9:05,Mechanics Plaza (Market at Battery),75,85,Subscriber,94109
446053,459,9/10/2014 9:00,2nd at South Park,64,9/10/2014 9:08,Temporary Transbay Terminal (Howard at Beale),55,448,Subscriber,94107
446052,801,9/10/2014 9:00,Harry Bridges Plaza (Ferry Building),50,9/10/2014 9:13,San Francisco Caltrain 2 (330 Townsend),69,467,Subscriber,94577
446051,555,9/10/2014 9:00,Mechanics Plaza (Market at Battery),75,9/10/2014 9:09,Embarcadero at Sansome,60,521,Subscriber,94118
446050,284,9/10/2014 8:59,Powell Street BART,39,9/10/2014 9:04,Market at Sansome,77,193,Subscriber,94116
446047,613,9/10/2014 8:59,Market at Sansome,77,9/10/2014 9:09,2nd at South Park,64,635,Subscriber,94107
446046,156,9/10/2014 8:58,Steuart at Market,74,9/10/2014 9:01,Embarcadero at Folsom,51,637,Subscriber,94705
446044,546,9/10/2014 8:57,Beale at Market,56,9/10/2014 9:07,San Francisco Caltrain (Townsend at 4th),70,402,Subscriber,94523
446042,394,9/10/2014 8:57,Grant Avenue at Columbus Avenue,73,9/10/2014 9:04,Market at Sansome,77,356,Subscriber,94133
446041,763,9/10/2014 8:56,Steuart at Market,74,9/10/2014 9:09,Howard at 2nd,63,371,Subscriber,94607
446039,411,9/10/2014 8:56,Harry Bridges Plaza (Ferry Building),50,9/10/2014 9:03,Embarcadero at Sansome,60,551,Subscriber,94507
446038,227,9/10/2014 8:56,Mountain View City Hall,27,9/10/2014 9:00,Mountain View Caltrain Station,28,680,Subscriber,94041
446035,260,9/10/2014 8:56,Harry Bridges Plaza (Ferry Building),50,9/10/2014 9:00,Temporary Transbay Terminal (Howard at Beale),55,574,Subscriber,94903
446033,389,9/10/2014 8:55,Broadway St at Battery St,82,9/10/2014 9:01,Steuart at Market,74,618,Subscriber,94133
446032,541,9/10/2014 8:55,Harry Bridges Plaza (Ferry Building),50,9/10/2014 9:04,2nd at South Park,64,558,Subscriber,94704
446031,221,9/10/2014 8:55,Evelyn Park and Ride,30,9/10/2014 8:58,Mountain View Caltrain Station,28,90,Subscriber,95051
446030,170,9/10/2014 8:54,Steuart at Market,74,9/10/2014 8:57,Mechanics Plaza (Market at Battery),75,374,Subscriber,95124
